Bridge Number,Bridge Name,Bridge Type,Bridge Span(Mtrs),Trail Type,District,Major RM/UM,Ward No,River Name,RM/UM Left,RM/UM Right,Latitude,Longitude,Coordinate Source,National Agency,Foreign Agency,Bridge Status,Action Taken,Mela Condition,Observerd by,Observers Name,Completion FY,Bridge Warden Name and address,Bridge Warden Contact No,Comment or Recommendation,Entered By,Entered Date,Updated By,Updated Date
36 5 064 18 06 04,Chanaute Bridge,N,72,Local,Gorkha,Takumaj Hlakuri,5,Daraundi Nadi,Takumajhlhakuribot-5,Muchowk-2,28.112094898977,84.667854309082,GPS,,,No action required,Yet No Action    ,,,,2016/2017,,,MM Completed on FY 20162017,,,Rajendra Gautam,22-Sept-2017
36 5 048 18 06 04,Lapubesi Madhuban,D,75,Main,Gorkha,Lapu,3,Bhdhi Gandaki,Kasigaun,Lapu-3,28.1730839575621,84.88258123397804,GPS,GoN,DRILP+SDC/DFID,Major Maintenance,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,DPR completed (MM plan for FY 2017/2018),,,Rajendra Gautam,22-Sept-2017
36 5 046 18 06 12,Khorla Besi Bridge,D,96,Local,Gorkha,Keroja,3,Budhigandaki,Keraunja-3,Uhiya-1,28.25343508004,84.883702397346,GPS,GoN,DRILP+SDC/DFID,No action required,Yet No Action    ,No,,,,,,MM Completed on FY 2015/2016,,,Rajendra Gautam,22-Sept-2017
36 5 060 18 06 05,Daunne Dovan Bridge,D,106,Local,Gorkha,Aaruaarbad,4,Istul Khola,Aruarbang,Panchkhuwadeurali,28.085710821289,84.753647446632,GPS,,,No action required,Yet No Action    ,No,,,,,,MM Completed in FY 2016/2017,,,Rajendra Gautam,22-Sept-2017
38 5 002 18 06 03,Ghatte Khola II,D,70.00,Local,Manang,Ghyaru,,Ghatte Khola ,Pisang ,Ghyaru,28.634897722749,84.136103699002,GoogleEarth,GoN,,,Yet No Action    ,,,,,Dhan Bahadur Gurung ,,,,,,
55 5 040 18 06 08,Charebas,LN,43,Local,Pyuthan,Rajwara,6,Kharkhola ,Rajwara -5,Rajwara-6,28.285386791987,83.005118081344,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1982/1983,Bir Bdr Pun,,,,,Yam Khatri,2017/09/22
55 5 040 18 06 09,Jinjakot,LD,14,Local,Pyuthan,Rajwara,6,Jinjakot,Rajwara -6,Rajwara-9,28.282694932148,83.007153868675,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1982/1983,Man bahadur Gharti,,Flood Affected Bridge(connected by road network),,,Yam Khatri,2017/09/22
55 5 040 18 06 10,Lamibagar,LD,19,Local,Pyuthan,Rajwara,6,Khara khola ,Rajwara -5,Rajwara-5,28.280980100351,83.002028167248,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Other,Other,1982/1983,Yamuna Saha ,,50m Upstream Road network Conection,,,Yam Khatri,2017/09/22
55 5 040 18 06 11,Bipegauda,LD,40,Local,Pyuthan,Rajwara,3,Gaumukhi,Arkha -9,Rajwara -3,28.242854577267,83.025261461735,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1970/1971,Salikaram sen,,Bridge is not used ,,,Yam Khatri,2017/09/22
55 5 040 18 06 12,Korbang,LD,15.50,Local,Pyuthan,Rajwara,3,Bhangari Khola,Rajwara -3,Rajwara -3,28.24410751989,83.018692762635,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1975/1976,Bal Bdr. Sain,,Bridge is not use.,,,Yam Khatri,2017/09/22
55 5 040 18 06 13,Bhangeri,LD,15.0,Local,Pyuthan,Rajwara,3,Bhangeri Khola ,Rajwara -3,Rajwara -3,28.258439070045,83.017952442169,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1988/1989,Indra Bdr Malla ,,Down Stream 200 M downstream near  bridge Bangey ,,,Yam Khatri,2017/09/22
55 5 045 18 06 04,Mathillo salibisauna,D,56.3,Local,Pyuthan,Khung,6,Khung khola,Narikot-2,Khung-6,28.203103342016,82.991629242897,GoogleEarth,Other,Other,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,,,,Yam Khatri,10/10/2017
55 5 040 18 06 15,Berauta khola,LD,19,Local,Pyuthan,Rajwara,,Thulo khola,Rajbara-7,Rajbara-4,28.26261124473726,83.00442337989773,GoogleEarth,,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Duje Budha,,Connected by road network and motorable bridge is in planning.,,,Bhakta Bista,2017/10/11
55 5 047 18 06 03,Gartang,D,54.7,Local,Pyuthan,Okharkot,2,Gartang khola,Bangemarotha-4,Okharkot-2,28.12440421623033,83.01159121678165,GoogleEarth,,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Oled Bdr.G.C,,,,,Bhakta Bista,2017/10/11
55 5 047 18 06 04,Fadke,D,37.6,Local,Pyuthan,Okharkot,2,Gartang khola,Bangemoratha-4,Okharkot-2,28.123260915715,83.00148380074,GoogleEarth,,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1989/1990,,,Nearly about 200 m downstream side there exits functional trail bridge so it need to dismental ASAP because bridge is in worst condition.,,,Bhakta Bista,2017/10/11
55 5 049 18 06 02,Sautamare,D,37.7,Local,Pyuthan,Bangemarot,6,Gartang Khola,Bangemarot-6,Bangemarot-7,28.122930250976,83.026683062963,GPS,,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1983/1984,,,About 100m upstream side motorable bridge is in under construction stage.,,,Bhakta Bista,2017/10/11
55 5 034 18 06 04,Mathillo pidalne,N,39,Local,Pyuthan,Tusara,2,Gaumukhi,okharkot-1,Tusara-2,28.145868427223554,82.96628529384157,GPS,,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,1984/1985,,,"The condition of bridge is worst,nearly about 500m downstream side functional trail bridge exits so it should be dismentalled ASAP.",,,Bhakta Bista,2017/10/11
55 5 047 18 06 05,Machi Damdame,LD,35,Local,Pyuthan,Okharkot,7,Gartang Khola,okharkot-7,okharkot-7,28.13882788525284,82.9646703905787,GPS,,,Obsolete,Yet No Action    ,No,Bridge Expert,Bridge Expert,,,,Connected by road network nearly about 100m downstream side and no any traffic movement in this bridge.,,,Bhakta Bista,2017/10/11
55 5 043 18 06 03,Libase,D,98,Local,Pyuthan,Puja,4,Jhimruk khola,Puja-4,Puja-4,28.225591131346,83.014664114858,GPS,GoN,SWAp,Protection,Yet No Action    ,No,Bridge Expert,Bridge Expert,2010/2011,Aashish Bohara Chhetri,,,,,Bhakta Bista,2017/10/11
55 5 043 18 06 04,Thulabesi,D,48.5,Main,Pyuthan,Puja,5,Jhimruk khola,Chum,Puja,28.217413891101,83.006826700157,GPS,GoN,,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,1994/1995,,,,,,pbb,4/8/2021
27 5 056 18 06 01,Fatkedaha Balkhu khola,D,93.75,Local,Kathmandu,Tinthana,2,Balkhu Khola,Tinthana,Kirtipur Municipality,27.683634966345,85.270801484585,GPS,SWAp,,No action required,Yet No Action    ,No,DDC Personnel,DDC Personnel,2016/2017,,,,,,TNC,15 Aug 2017
25 5 014 18 06 04,Majuwa Bridge,N,78,Local,Lalitpur,Asrang,7,Bagmati,Asrang,Manthali,27.43865027749,85.325749218464,GPS,SWAp,,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2016/2017,,,,,,TNC,14 August 2017
55 5 036 18 06 09,Chandra Odar Ghat,D,122,Main,Pyuthan,Lung,,Lung Khola,Lung,Phopli,28.166624125491,82.895257472992,GPS,DDC,SWAp,No action required,Yet No Action    ,Yes,Bridge Expert,Bridge Expert,2005/2006,Laxmi K.C,,,,,MKC,17/10/2017
64 5 030 18 06 03,Dogad,D,60,Local,Kalikot,Malkot,7,Dogad Khola,Malkot,Malkot,29.17996007337,81.549011170864,GoogleEarth,SWAp,,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2016/2017,"Mr. Sharan Shahi, Naraharinath RM-7 ",,,,,Dhan SIngh Dhami,2020/08/27
13 5 043 18 06 06,Teen Dovan Bridge,D,60,Main,Okhaldhunga,Kalikadevi,4,Chipling,Kalikadevi,Phulbari,27.317497172048782,86.29649519833004,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Lila Maya Bogati, Kalika - 4",,,,,Yadav Pd. Wagle,2017-11-1
13 5 019 18 06 04,Bagadeep Truss,ST,24,Main,Okhaldhunga,Ragadeep,7,Bagadeep,Ragadeep - 7,Ragadeep - 8,27.38101509322,86.494102477591,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Samchki Sherpa, Ragadeep - 8",,,,,Yadav Pd. Wagle,2017-11-1
13 5 028 18 06 09,Sakhare Dovan,D,95.50,Main,Okhaldhunga,Patale,Patle - 1,Sakhare Khola,Patle - 1,Rangadeep - 8,27.43221963692,86.424407957238,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Goma Kumari Tamang, Rangadeep - 8",,,,,Yadav Pd. Wagle,2017-11-1
13 5 024 18 06 09,Chamar Pamdo,D,48.50,Main,Okhaldhunga,Khijiflate,1,Chokati Khola,Khijifalate - 1,Khijifalate - 4,27.458726947176,86.328620908898,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Gyan Kumari Sunuwar, Khijifalate - 4",,,,,Yadav Pd. Wagle,2017-11-1
13 5 028 18 06 10,Jalu Bridge,D,56.80,Main,Okhaldhunga,Patale,9,Molung Khola,Patle - 9,Shreechaur - 3,27.40021957673,86.430244444055,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Ruk Maya Karki, Patle - 9",,,,,Yadav Pd. Wagle,2017-11-1
13 5 007 18 06 04,Thulibesi Bridge,D,72,Main,Okhaldhunga,Kuebhire,5,Bangge Khola,Kuebhir - 5,Pokhare - 1,27.312654645031,86.68252944597,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Dhag Kumari Thapa, Pokhare - 1",,,,,Yadav Pd. Wagle,2017-11-1
13 5 008 18 06 06,Tittribote Bridge,D,47,Main,Okhaldhunga,Mamkha,1,Thotne Khola,Mamkha - 1,Bhadaure - 5,27.298672409144,86.621131889988,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Iribal Rai, Bhadaure - 5 ",,,,,Yadav Pd. Wagle,2017-11-1
13 5 021 18 06 05,Gairabari Bridge,D,54,Main,Okhaldhunga,Prapcha,1,Gairabari Khola,Prapcha -1,Harkapur - 9,27.502891638646,86.675891875784,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Dhak Maya Phuyel, Harkapur - 9",,,,,Yadav Pd. Wagle,2017-11-1
13 5 032 18 06 02,Paratar Bridge,D,95,Main,Okhaldhunga,Betini,8,Molung Khola,Betini - 8,Mulkharaka - 9,27.264116027141,86.434621809167,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Sita Maya Ale, Mulkharka - 9",,,,,Yadav Pd. Wagle,2017-11-1
13 5 040 18 06 07,Devisthan Bridge,D,85.60,Main,Okhaldhunga,Chyanam,6,Para Khola,Chyanam - 6,Mulkharka - 7,27.27273705821,86.406984328787,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Balkumari Katwal, Chyanam - 6",,,,,Yadav Pd. Wagle,2017-11-1
13 5 032 18 06 03,Sangubote Bridge,D,60,Main,Okhaldhunga,Betini,8,Andheri Khola,Betini - 8,Jyamire - 9,27.300960531793,86.477622985403,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Durga Shrestah, Jyamire - 9",,,,,Yadav Pd. Wagle,2017-11-1
13 5 051 18 06 03,Bhalu Khola Dovan,D,104.4,Main,Okhaldhunga,Tarkerabari,5,Sakale Khola,Tarkerabari - 5,Tarkerabari - 1,27.419674687194,86.265735622728,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Kusum Pandey Rokka, Tarkerabari - 5",,,,,Yadav Pd. Wagle,2017-11-1
11 5 027 18 06 13,Chanaute Bridge,D,52.5,Main,Solukhumbu,Salyan,5,Khahare Khola,Salyan - 5,Nechabatase -8,27.368006987046,86.60305023106,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Santa Rai, Nechabatase - 8",,,,,Yadav Pd. Wagle,2017-11-1
11 5 027 18 06 14,Maradu Bridge,D,65,Main,Solukhumbu,Salyan,5,Khahare Khola,Salyan - 5,Nechabatase - 9,27.366939848007,86.61266326817,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Prem Dhani Rai, Nechabatase - 9",,,,,Yadav Pd. Wagle,2017-11-1
11 5 031 18 06 02,Bagam Bridge,D,66,Main,Solukhumbu,Kerung,3,Kerung Khola ,Kerung - 3,Kerung - 2,27.425312472871,86.54056548985,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Nar Maya Magar, Kerung - 3",,,,,Yadav Pd. Wagle,2017-11-1
14 3 001 18 06 05,Chapan Baruwatar,D,69,Local,Udayapur,Triyuga Municipality,2,Chapan,Triyuga Municipality,Triyuga municipality,26.819484562606746,86.69358730316162,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Bhanu Shrestha,01.11.2017
11 5 015 18 06 06,Kangkhu Khola Bridge,D,61,Main,Solukhumbu,Gudel,1,Kakghu Khola,Gudel - 1,Gudel - 1,27.54034158577,86.905403135461,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Dipa Rai, Gudel - 1",,,,,Yadav Pd. Wagle,2017-11-1
11 5 009 18 06 05,Chandane Dovan Bridge,D,57.80,Main,Solukhumbu,Sotang,6,Rok Khola,Sotang - 6,Sotang - 6,27.47070900478,86.819171904644,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Ramri Maya Tamang, Sotang - 6",,,,,Yadav Pd. Wgle,2017-11-1
11 5 027 18 06 15,Gugurdi Bridge,D,55,Main,Solukhumbu,Salyan,5,Gugurdi Khola,Salyan -5,Salyan - 5,27.375019359052,86.599273680768,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Amri Maya Raut, Salyan - 5",,,,,Yadav Prasad Wagle,2017-11-1
02 5 014 18 06 03,Khallekhola Dovan Bridge,D,104,Main,Panchthar,Subhang,2,Tamor Nadi,Subhang - 2,Chatedhunga - 7 (Terhathum),27.045111742162,87.756786345562,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Nirmala Majhi, Subhang - 2",,,,,Yadav Pd. Wagle,2017-11-1
14 5 021 18 06 08,Diwalidanda,ST,32,Local,Udayapur,Rishku,10,Makure,Risku,Risku,26.947474561272,86.444892883301,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Sita Kumari Bhujel,,,,,Bhanu Shrestha,01.11.2017
02 5 040 18 06 03,Bansbote Truss,ST,32,Main,Panchthar,Imbung,6,Phenche Khola,Imbung - 6,Nawamidanda - 2,27.057163923565,87.746458053152,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Sita Devi Chauhan, Nawamidanda - 2",,,,,Yadav Pd. Wagle,
02 5 018 18 06 09,Chingma Bridge,D,84.5,Main,Panchthar,Fal???wcha,9,Chingma Khola,Falaicha - 9,Falaucha - 9,27.315247518106,88.017883297289,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Ram Maya Tamang, Falaicha - 9",,,,,Yadav Pd. Wagle,2017-11-1
02 5 007 18 06 12,Morunga Bridge,D,118.3,Main,Panchthar,Changthapu,4,Morunga Khola,Changthapu - 4,Changthapu - 5,27.249797026134,87.983894347271,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Amrita Rai, Changthapu",,,,,Yadav Pd. Wagle,2017-11-1
14 5 026 18 06 01,Maruwatar,ST,32,Local,Udayapur,Shirishea,5,Maruwa Khola,Sirishe,Sirishe,27.024265804424,86.418285369873,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Bhanu Shrestha,01.11.2017
02 5 035 18 06 01,Sisne Bridge,D,70.5,Main,Panchthar,Durdimba,2,Lumba Khola ,Durdimba - 2 ,Limba - 4,26.902374829566,87.611732479418,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Ram Kumari Tamang, Durdimba",,,,,Yadav Pd . Wagle,2017-11-1
02 5 003 18 06 07,Namdu Dovan Bridge,D,87,Main,Panchthar,Nagin,3,Pheme Khola,Phidim - 3,Nagin - 3,27.147654003252,87.832660674176,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Kabita Shrestha, Phidim - 3",,,,,Yadav Pd. Wagle,2017-11-1
02 5 035 18 06 02,Chigrup Bridge,D,70,Main,Panchthar,Durdimba,2,Kamphu Khola,Durdimba - 2,Limba - 4,26.908957248521,87.58169174107,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Yadav Pd. Wagle,2017-11-1
02 5 029 18 06 05,Dhuwa Bazar Truss,ST,32,Main,Panchthar,Sarangdanda,6,Sawa Khola,Sarangdanda - 6,Mangjabung - 2,27.014070781939,87.644863127789,GPS,SWAp,SDC,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,"Min Kumari Nembang, Sarangdanda - 6",,,,,Yadav Pd. Wagle,2017-11-01
12 5 052 18 06 04,Sirubari,D,117,Local,Khotang,Chittapokhari,4,Tuwa Khola,Chittapokhari,Mattim,27.14393702401,86.841859817505,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Bhanu Shrestha,01.11.2017
08 5 031 18 06 03,Bhasme Truss,ST,28,Local,Terhathum,Pawthak,9,Sadhuwa Khola,Pawthak,Srijung,27.266181652131664,87.54037153992158,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Gita Limbu/Pawthak - 9,,,,,Padam Kumar Jirel,2017/11/02
07 5 033 18 06 01,Barahate,D,45.85,Local,Dhankuta,Chungbang,7,Nakuwa Khola,Aankhisalla,Chunbang,26.9852648498,87.248954772949,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Bhanu Shrestha,
08 5 032 18 06 16,Srijung Tamrang Truss,ST,28,Local,Terhathum,Srijung,8,Khorunga Khola,Srijung,Srijung,27.236842796975214,87.5233019616278,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Doma Sherpa/Srijung - 8,,,,,Padam Kumar Jirel,2017/11/02
07 5 028 18 06 05,Singhadevi,D,52.9,Local,Dhankuta,Marek Katahare,9,Gaudesanokhola,Marek Katahare,Marek Katahare,27.1644425201716,87.34120130538918,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Bhanu Shrestha,
08 5 030 18 06 11,Bhote Khola,D,87,Local,Terhathum,Morahang,8,Bhote Khola,Morahang,Morahang,27.239552425011208,87.497257620764,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Bindi Sherpa/Morahang - 8,,,,,Padam Kumar Jirel,2017/11/02
08 5 030 18 06 12,Menkhuwa ,D,85.90,Local,Terhathum,Morahang,9,Menkhuwa Khola,Morahang,Morahang,27.20997101903809,87.50344282518154,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Tika Maya Tamang/Morahang - 9,,,,,Padam Kumar Jirel,2017/11/02
07 5 035 18 06 03,Ghangaru,D,120,,Dhankuta,Chintang,8,Tamor,Aahale,Chintang,26.914856862616553,87.18697428703284,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Kamala Nepali,,,,,Bhanu Shrestha,
08 5 032 18 06 17,Gurung Gaun Truss,ST,32,Local,Terhathum,Srijung,9,Sadhuwa Khola,Pauwthak,Srijung,27.25340522016671,87.53596729177843,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Nisha Gurung/Srijung - 9,,,,,Padam Kumar Jirel,2017/11/02
07 5 002 18 06 07,Fesuwa,ST,28,Local,Dhankuta,Aahale,8,,Mahabharat,Aahale,26.903739820850358,87.24803209304832,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Ganga swori Rai,,,,,Bhanu Shrestha,
07 5 005 18 06 01,Ramguwa,ST,32,Local,Dhankuta,Mahabharat,5,Ramguwa Khola,Mahabharat,Mahabharat,26.899242943976,87.280926704407,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,Bhanu Shrestha,
07 5 030 18 06 05,Angle,ST,32,Local,Dhankuta,Muga,5,,Muga,Muga,27.041861987105683,87.23636448383365,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,,,,,,,
01 5 025 18 06 11,Titedhad Nebore,D,81.90,Local,Taplejung,Kalikhola,6,Inwa Khola,Phalaicha,Kalikhola,27.30945857662767,87.97982189124014,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Chandra Kala Baniya/Kalikhola - 6,,,,,Padam Kumar Jirel,2017/11/02
01 5 026 18 06 02,Kholatar,D,76,Local,Taplejung,Sadeva,5,Suwa Khola,Sadeva,Angkhop,27.308914787098544,87.93877626016183,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Phulmaya Chauhan/Sadeva - 5,,,,,Padam Kumar Jirel,2017/11/02
01 5 027 18 06 04, Tawanigure,D,62,Local,Taplejung,Surumkhim,6,Tawa Khola,Surumkhim,Khebang,27.38056698739363,87.90945416818477,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Sita Panchakoti/Surumkhim - 6,,,,,Padam Kumar Jirel,2017/11/02
01 5 033 18 06 09, Nugden,D,88,Main,Taplejung,Tapethok,5,Tamor River,Tapethok,Ikhabung,27.49045624740023,87.74944961071049,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Mana Kumari Rai (LImbu)/Tapethok - 5,,,,,Padam Kumar Jirel,2017/11/02
01 5 036 18 06 09,Yamphewa Khola,D,54,Main,Taplejung,Shanghu,9,Yamphewa Khola,Shanghu,Shanghu,27.357689507876,87.502928023991,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Pemba Jangmu Sherpa/Shanghu - 9,,,,,Padam Kumar Jirel,2017/11/02
01 5 029 18 06 05,Mangmaya,D,40,Main,Taplejung,Dhungesaghu,8,Mangmaya Khola,Sanghu,Dhungeshanghu,27.35060497315605,87.55068454213165,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Rita Limbu/Dhungeshanghu - 8,,,,,Padam Kumar Jirel,2017/11/02
01 5 043 18 06 02,Yangkhara,D,39.40,Local,Taplejung,Sawa,1,Mewa Khola,Sawa,Papung,27.520056414359775,87.62392783707026,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Pabitra Limbu/Sawa - 7,,,,,Padam Kumar Jirel,2017/11/02
01 5 048 18 06 34,Nangluwa,D,82.20,Local,Taplejung,Lelep,6,Tamor River,Lelep,Lelep,27.56800235787665,87.7986754606541,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Dhana Kumari Rai/Lelep - 6,,,,,Padam Kumar Jirel,2017/11/02
01 5 050 18 06 04, Tenegwa,D,51,Local,Taplejung,Sawadin,9,Sawa Khola,Sawadin,Sawadin,27.436312844369,87.685554271397,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Sapana Tamang/Sawadin - 9,,,,,Padam Kumar Jirel,2017/11/02
01 5 044 18 06 05,Tanga,D,88.20,Main,Taplejung,Thukimba,9,Langwa Khola,Thukimba,Nalbu,27.454294882587,87.569580735131,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Dhanurki Sherpa/Thukimba - 9,,,,,Padam Kumar Jirel,2017/11/02
01 5 021 18 06 07, Luwa Khola Truss,ST,32,Main,Taplejung,Angkhop,7,Luwa Khola,Angkhop,Angkhop,27.30407416056382,87.92520416058323,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Padam Maya Rai/Angkhop - 9,,,,,Padam Kumar Jirel,2017/11/02
01 5 025 18 06 12,Sepivangbari,D,83,Local,Taplejung,Kalikhola,4,Chawa Khola,Kalikhola,Kalikhola,27.31391227467978,87.95374286441944,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Chandra Kuola - 4mari Bega/Kalikh,,,,,Padam Kumar Jirel,2017/11/03
01 5 027 18 06 05,Banketar,D,86,Local,Taplejung,Surumkhim,8,Tawa Khola,Surumkhim,Khebang,27.372408141797,87.888060929981,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Prem Kumari Shrestha,,,,,Padam Kumar Jirel,2017/11/03
01 5 033 18 06 10,Sinswa I,D,69.3,Main,Taplejung,Tapethok,2,Sinswa  Khola,Tapethok,Tapethok,27.492018336715184,87.76580578218284,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Mana Kumari Limbok - 2u/Tapeth,,,,,Padam Kumar Jirel,2017/11/03
01 5 033 18 06 11,Sinswa II,D,69.70,Main,Taplejung,Tapethok,2,Sinswa Khola,Tapethok,Tapethok,27.491965991642097,87.76799982919829,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,2016/2017,Nunim Limbu/Tapethok - 2,,,,,Padam Kumar Jirel,2017/11/03
03 5 026 18 06 03,Angare,D,43,Local,Ilam,Puwamjhuba,3,Puwa Khola,Maipokhari,Puwamjhuba,27.01410468923418,87.9001549496113,GPS,SWAp,SWAp,No action required,Yet No Action    ,No,Bridge Expert,Bridge Expert,,Puspakala Rai/Puwamajuba - 3,,,,,Padam Kumar Jirel,2017/11/03
